Date,Local_Market,Local_Price_LKR,Export_Market,Export_Price_USD,Mango_Age_Days,Days_To_Maturity,Temp_C,Humidity_%,Region,weather,Harvesting_after_3months_price
2016-11-10,Colombo,333.87,London,1.841,107,68,29.216368820567084,63,Mullaitivu,Dust,345.01
2017-09-03,Pettah,297.08,Dubai,1.148,69,73,26.7,83,Mullaitivu,Drizzle,293.75
2015-08-02,Colombo,281.73,London,1.862,77,52,35.028695585832025,51,Polonnaruwa,Sand,295.7
2016-10-20,Pettah,305.25,Doha,1.119,80,50,33.3,45,Gampaha,Tornado,317.98
2018-01-13,Dambulla,257.46,Dubai,1.064,20,112,31.11148377820411,86,Kalutara,Haze,270.85
2020-05-09,Dambulla,298.67,London,2.07,115,2,33.091969245731654,69,Jaffna,Smoke,308.19
2021-05-09,Pettah,261.82,Paris,1.469,42,77,27.5,63,Mannar,Clear,269.38
2020-02-16,Colombo,358.73,Doha,1.16,126,2,24.7,77,Monaragala,Thunderstorm,389.04
2015-12-25,Colombo,253.75,Paris,1.563,11,130,28.056500868073304,67,Monaragala,Sand,280.07
2024-01-08,Pettah,237.7,Dubai,1.082,0,119,29.371136751607914,54,Matara,Sand,257.03
2022-08-23,Pettah,249.16,London,1.588,23,115,26.5,64,Ampara,Squall,266.86
2023-09-12,Dambulla,231.34,Paris,1.513,19,135,31.78214144237612,62,Galle,Dust,232.07
2017-01-25,Pettah,245.82,London,1.378,17,130,25.1,62,Vavuniya,Drizzle,270.77
2018-06-21,Pettah,230.78,London,1.582,33,47,25.2,81,Kegalle,Thunderstorm,222.22
2022-05-18,Dambulla,259.54,Doha,1.25,99,73,32.17674506225312,69,Jaffna,Haze,270.37
2015-10-10,Pettah,240.08,Dubai,1.052,21,113,29.4,62,Polonnaruwa,Squall,242.46
2015-11-25,Colombo,264.76,London,1.334,1,127,32.208391272135536,67,Ampara,Dust,281.57
2019-11-04,Pettah,257.76,London,1.462,56,74,31.3,47,Kilinochchi,Clear,290.27
2016-05-07,Pettah,212.02,London,1.358,5,126,33.3,74,Kilinochchi,Rain,216.16
2015-07-29,Pettah,346.73,Dubai,1.62,129,1,27.281567301559246,90,Jaffna,Haze,372.91
2020-06-27,Pettah,256.21,Doha,1.016,37,81,34.287064423550845,49,Polonnaruwa,Dust,254.24
2017-06-17,Pettah,289.05,Paris,1.487,49,71,30.2,83,Gampaha,Rain,288.09
2022-03-13,Colombo,337.12,Dubai,1.424,84,79,31.977809391335153,61,Trincomalee,Dust,394.49
2017-08-13,Pettah,244.92,Dubai,1.227,35,50,27.88218772836806,72,Hambantota,Haze,268.78
2018-08-11,Pettah,412.39,Doha,1.207,134,6,30.1,69,Matara,Tornado,428.21
2022-07-19,Dambulla,224.25,Doha,1.002,3,122,27.746739282519517,82,Colombo,Snow,231.82
2022-05-22,Dambulla,234.8,Paris,1.683,35,50,28.6,78,Badulla,Clouds,253.44
2023-01-09,Colombo,335.4,Doha,1.132,60,50,23.196407384044175,58,Vavuniya,Mist,380.48
2016-06-14,Colombo,241.87,Paris,1.685,55,40,31.2,97,Jaffna,Drizzle,233.85
2020-05-06,Dambulla,389.72,London,2.093,132,3,33.0,74,Matale,Drizzle,362.81
2021-07-15,Colombo,402.82,Dubai,1.436,115,9,25.69151121281125,88,Kandy,Haze,388.68
2021-06-26,Pettah,255.66,London,1.406,47,51,34.18175878826512,56,Gampaha,Ash,262.25
2015-03-25,Dambulla,196.15,Doha,0.92,12,134,35.6,61,Kilinochchi,Clouds,207.9
2019-07-18,Pettah,303.86,London,1.685,37,51,29.618395009463516,68,Ampara,Sand,311.04
2020-01-06,Colombo,260.91,London,1.476,11,127,31.97185703258633,44,Trincomalee,Smoke,284.31
2018-06-16,Colombo,288.46,London,1.753,72,54,25.7,56,Kilinochchi,Drizzle,302.05
2022-09-10,Pettah,226.86,Dubai,1.164,8,123,33.2,51,Matale,Clear,234.87
2023-04-16,Dambulla,188.07,Doha,1.047,22,129,33.3,77,Badulla,Squall,192.1
2023-08-03,Colombo,445.36,London,2.035,127,8,28.6,82,Mannar,Tornado,461.45
2019-11-16,Colombo,333.2,Dubai,1.192,110,66,18.161666971349508,66,Anuradhapura,Snow,370.78
2018-08-22,Colombo,305.52,Dubai,1.312,43,25,26.4,93,Colombo,Drizzle,312.57
2016-04-03,Pettah,229.13,Paris,1.497,33,37,26.7,68,Puttalam,Clear,231.0
2018-10-24,Pettah,425.4,London,1.876,120,7,24.492629648217346,69,Gampaha,Snow,448.06
2015-01-14,Pettah,275.86,Paris,1.611,69,45,28.6,52,Mannar,Clear,291.67
2016-01-22,Pettah,246.12,London,1.663,28,59,30.99786856744487,67,Ratnapura,Sand,248.69
2017-07-12,Colombo,240.87,London,1.775,23,128,26.988973488645225,79,Anuradhapura,Smoke,242.29
2021-05-29,Colombo,210.1,Paris,1.354,1,118,20.81791592074128,81,Jaffna,Mist,216.91
2020-12-30,Dambulla,242.58,Dubai,1.349,73,41,34.110135950374236,51,Polonnaruwa,Smoke,266.75
2022-03-12,Colombo,279.6,Doha,1.034,12,126,26.2,84,Matara,Rain,327.24
2022-05-20,Dambulla,281.88,Doha,1.224,94,71,30.8,64,Kilinochchi,Drizzle,279.25
2020-04-02,Dambulla,233.96,London,1.637,39,70,26.0,91,Monaragala,Thunderstorm,237.1
2015-09-19,Colombo,285.35,Dubai,0.95,19,129,30.7,93,Colombo,Tornado,283.01
2015-02-10,Colombo,288.84,London,1.519,15,116,25.4,79,Galle,Rain,329.11
2015-06-11,Pettah,289.12,Paris,1.748,102,48,26.5,90,Badulla,Rain,302.78
2019-06-25,Pettah,306.8,London,1.583,67,74,28.0,83,Mullaitivu,Tornado,287.81
2020-03-24,Colombo,305.15,Dubai,1.225,93,67,35.4,76,Gampaha,Thunderstorm,326.51
2023-02-02,Colombo,284.12,London,1.464,4,121,29.936764260512646,51,Ampara,Sand,338.21
2024-04-15,Dambulla,222.82,Paris,1.335,0,111,25.500364686489974,68,Matara,Fog,238.25
2018-08-30,Pettah,284.28,London,1.839,75,31,31.0,70,Matale,Squall,290.9
2016-07-30,Dambulla,254.61,Paris,1.661,100,34,26.2,83,Ratnapura,Drizzle,262.4
2021-02-17,Dambulla,238.76,London,1.68,47,66,24.7,83,Puttalam,Clouds,257.09
2021-10-10,Pettah,358.52,Doha,1.284,105,33,28.865642491866335,84,Mullaitivu,Smoke,364.37
2019-07-21,Colombo,298.15,Doha,1.23,94,61,29.598069026566947,85,Anuradhapura,Haze,314.13
2023-01-12,Colombo,363.13,London,1.641,97,61,28.702511069958017,55,Ampara,Haze,395.94
2022-11-21,Dambulla,235.45,Doha,1.25,90,51,28.824331439552218,81,Jaffna,Ash,249.55
2022-02-20,Dambulla,335.17,London,2.133,133,8,19.884117556792848,61,Kurunegala,Fog,383.8
2018-07-08,Dambulla,206.22,London,1.466,17,128,24.7,80,Jaffna,Rain,210.64
2021-10-06,Colombo,209.26,London,1.522,16,130,26.614064476526192,71,Anuradhapura,Dust,213.44
2024-08-15,Dambulla,240.96,Dubai,1.148,21,111,26.280064894017706,43,Vavuniya,Haze,248.21
2015-07-14,Pettah,395.93,Paris,1.931,116,9,22.685887362688078,73,Monaragala,Mist,418.27
2018-12-07,Colombo,320.71,Doha,0.949,71,43,26.5,75,Batticaloa,Tornado,343.5
2016-01-05,Colombo,269.09,Paris,1.463,4,128,23.04534394718821,56,Nuwara Eliya,Snow,283.28
2023-03-10,Pettah,191.97,London,1.45,4,131,24.11338560625117,88,Badulla,Snow,205.0
2015-12-11,Pettah,249.36,London,1.57,50,64,29.986290947978723,49,Trincomalee,Ash,282.58
2021-07-03,Colombo,337.31,Doha,1.232,106,62,29.76839305932647,55,Kilinochchi,Smoke,340.52
2018-07-08,Pettah,411.97,Dubai,1.487,127,4,25.0,59,Matara,Clear,427.93
2019-06-05,Colombo,295.71,Paris,1.763,80,53,27.523175524533563,78,Puttalam,Smoke,304.87
2015-02-26,Colombo,194.82,London,1.528,4,126,29.406510554136673,65,Anuradhapura,Dust,220.03
2022-11-20,Dambulla,233.07,Doha,1.038,39,30,28.2,76,Galle,Thunderstorm,255.58
2021-11-18,Colombo,259.32,Paris,1.658,66,73,20.59203276457376,81,Puttalam,Fog,285.17
2016-06-14,Pettah,240.0,Doha,0.928,0,115,30.2,94,Kalutara,Clear,255.51
2024-10-06,Pettah,310.83,Paris,1.541,73,67,24.774650936752344,73,Nuwara Eliya,Snow,308.0
2020-07-14,Dambulla,189.78,Doha,1.026,19,121,29.8,82,Puttalam,Rain,197.1
2024-12-13,Colombo,297.57,Doha,1.203,104,79,27.814021345208843,61,Kurunegala,Smoke,327.4
2019-04-15,Dambulla,315.53,Doha,1.087,80,39,30.0,92,Batticaloa,Drizzle,322.49
2018-03-23,Pettah,386.62,London,2.026,133,10,24.296117673406798,60,Gampaha,Snow,457.63
2022-04-29,Pettah,256.05,Dubai,1.158,24,134,23.2,87,Kandy,Rain,266.6
2024-09-27,Dambulla,222.84,Paris,1.209,33,41,22.7,69,Kurunegala,Drizzle,237.38
2018-01-12,Colombo,282.4,London,1.83,67,26,28.0,70,Puttalam,Clear,315.01
2023-11-26,Pettah,202.62,Paris,1.445,4,122,21.43646357503182,65,Kurunegala,Fog,224.97
2022-09-30,Dambulla,270.3,Paris,1.73,109,62,21.085305518952225,45,Kegalle,Mist,287.52
2021-12-05,Colombo,286.74,Doha,0.937,30,27,36.4040252487995,45,Polonnaruwa,Smoke,314.23
2017-12-30,Colombo,437.11,Doha,1.266,114,10,23.7,74,Vavuniya,Rain,492.27
2021-02-02,Colombo,243.49,London,1.387,10,113,24.586717807594177,72,Kandy,Fog,275.44
2024-08-29,Colombo,297.75,Doha,1.239,71,48,27.5,94,Mannar,Thunderstorm,302.16
2020-11-01,Pettah,212.05,London,1.402,13,133,35.8,62,Matale,Tornado,222.44
2016-03-06,Dambulla,305.71,Dubai,1.414,104,80,30.5,83,Colombo,Clear,335.41
2024-08-14,Dambulla,244.78,London,1.779,81,72,27.6,62,Kilinochchi,Rain,238.97
2022-02-13,Pettah,325.72,Dubai,1.255,91,49,27.928993459253842,55,Mullaitivu,Dust,341.52
2021-10-19,Dambulla,197.87,Paris,1.574,24,127,27.960899210959035,53,Kegalle,Haze,203.34
2015-09-25,Colombo,339.52,Dubai,1.251,65,27,32.501213046504205,78,Mannar,Sand,348.65
2017-06-10,Dambulla,227.46,Paris,1.499,8,123,33.4,74,Matale,Clouds,242.5
2015-10-09,Dambulla,227.2,Dubai,1.102,3,124,25.3,73,Vavuniya,Thunderstorm,228.58
2019-06-13,Colombo,375.26,Paris,1.962,133,8,22.90597242249488,61,Monaragala,Snow,352.11
2023-03-28,Dambulla,190.58,London,1.592,13,113,25.5,65,Kurunegala,Thunderstorm,204.41
2020-07-14,Colombo,231.87,Paris,1.363,13,128,29.061964273748146,78,Jaffna,Dust,210.21
2016-12-15,Dambulla,307.73,Paris,1.913,110,77,24.08097754651153,77,Gampaha,Snow,358.22
2023-03-30,Pettah,229.39,Doha,1.079,34,26,29.117797831188703,75,Jaffna,Dust,270.71
2019-03-26,Colombo,311.18,Paris,1.482,82,34,24.8,84,Monaragala,Drizzle,341.77
2021-10-02,Pettah,200.89,Paris,1.382,7,130,27.9,70,Badulla,Tornado,202.95
2016-12-31,Dambulla,221.53,London,1.542,6,117,24.3761805299912,68,Hambantota,Fog,248.69
2024-07-10,Pettah,229.0,Dubai,1.14,42,43,31.2,64,Polonnaruwa,Rain,249.56
2023-09-04,Pettah,374.01,Dubai,1.431,112,5,25.8,77,Mannar,Thunderstorm,349.12
2019-05-09,Colombo,310.6,Doha,1.116,86,41,20.7,74,Ratnapura,Tornado,295.97
2019-12-17,Pettah,219.9,Dubai,1.037,15,135,34.3,42,Matale,Tornado,233.66
2015-02-12,Colombo,259.01,Dubai,1.164,65,66,19.797397092415704,84,Anuradhapura,Mist,266.49
2020-12-14,Dambulla,210.45,Dubai,1.148,4,133,32.217453894672346,51,Kilinochchi,Smoke,230.21
2015-07-20,Pettah,435.37,Dubai,1.507,119,7,25.9,70,Vavuniya,Squall,477.4
2017-07-25,Dambulla,284.84,Paris,1.65,77,73,26.72416740544095,47,Kegalle,Sand,310.58
2021-09-04,Dambulla,225.69,Doha,1.006,14,119,26.31856437462245,66,Kandy,Haze,213.49
2023-06-27,Dambulla,365.95,Doha,1.362,119,9,28.60167119891314,70,Mannar,Fog,404.93
2021-02-26,Colombo,230.92,Dubai,1.154,16,111,31.44036326350939,69,Badulla,Sand,275.95
2017-12-17,Colombo,387.94,Paris,2.025,121,4,28.6,56,Kilinochchi,Tornado,442.86
2024-07-25,Colombo,279.54,London,1.674,29,45,32.59775607697673,85,Colombo,Smoke,279.09
2018-04-09,Pettah,345.98,Doha,1.264,116,2,33.1,70,Polonnaruwa,Drizzle,385.48
2022-10-08,Colombo,426.52,Paris,1.809,121,4,26.96840134859483,53,Trincomalee,Fog,451.1
2019-08-15,Colombo,277.11,Dubai,1.196,36,74,24.522408353472006,58,Kurunegala,Sand,272.35
2023-05-10,Colombo,251.31,Dubai,1.149,29,63,30.88771029550538,98,Colombo,Snow,248.22
2018-01-21,Colombo,244.22,London,1.458,8,120,27.0,60,Mannar,Squall,271.83
2021-08-10,Dambulla,234.03,Doha,0.995,20,114,32.63779453752126,92,Kalutara,Ash,230.8
2017-02-26,Pettah,197.42,London,1.472,2,131,25.656004218353754,75,Badulla,Sand,218.32
2022-08-19,Pettah,261.63,Doha,0.94,17,118,23.0,86,Nuwara Eliya,Rain,246.76
2020-10-23,Pettah,333.99,London,1.846,93,40,24.1,60,Vavuniya,Clear,323.2
2015-02-22,Colombo,257.13,London,1.348,3,122,31.1,78,Kalutara,Clear,299.98
2024-09-16,Pettah,296.28,Paris,1.684,106,61,19.61512492031187,49,Monaragala,Snow,304.86
2018-10-04,Pettah,241.71,London,1.728,57,47,24.300756915846442,70,Ratnapura,Snow,241.79
2015-11-28,Colombo,284.1,Dubai,1.205,38,49,28.3,51,Mannar,Clear,300.89
2015-10-03,Colombo,234.66,Paris,1.319,4,126,30.2473610821562,65,Hambantota,Haze,239.33
2017-11-30,Colombo,279.92,Paris,1.386,24,111,28.1,69,Mullaitivu,Tornado,320.12
2021-10-22,Dambulla,277.2,Paris,1.827,86,43,24.256808159481967,57,Kegalle,Mist,296.77
2016-03-29,Colombo,234.23,Paris,1.561,3,126,26.634717889741456,51,Matale,Fog,266.27
2017-12-26,Pettah,290.65,London,1.606,74,59,30.2,100,Batticaloa,Thunderstorm,309.47
2018-06-02,Dambulla,220.7,London,1.598,20,133,32.7,95,Colombo,Tornado,201.84
2015-02-03,Pettah,238.28,Doha,1.038,13,129,21.575984429935495,62,Ampara,Fog,265.21
2023-12-21,Pettah,243.38,Paris,1.58,11,125,27.7,85,Hambantota,Thunderstorm,262.83
2021-05-14,Colombo,262.1,Paris,1.415,20,110,31.0,67,Gampaha,Drizzle,258.39
2015-11-14,Pettah,423.59,London,2.162,112,2,30.9,100,Kalutara,Drizzle,473.39
2018-10-22,Dambulla,244.72,Paris,1.411,22,128,25.3,86,Hambantota,Rain,254.48
2024-07-07,Dambulla,222.29,Doha,0.975,4,116,25.4,88,Kandy,Thunderstorm,215.18
2018-06-27,Pettah,306.69,Dubai,1.174,65,61,28.4,64,Mullaitivu,Thunderstorm,333.02
2019-10-28,Colombo,226.26,Doha,0.97,32,75,24.25497038965874,81,Anuradhapura,Ash,231.21
2024-06-01,Pettah,276.66,Paris,1.463,30,70,26.9,83,Kandy,Thunderstorm,282.51
2019-12-10,Pettah,252.65,Paris,1.389,0,126,36.34038183547892,54,Kalutara,Dust,281.11
2020-01-29,Colombo,269.77,Dubai,1.129,16,116,28.344271400044953,88,Kandy,Haze,285.69
2019-07-30,Dambulla,281.77,London,1.646,90,53,18.73936646823421,72,Matale,Mist,307.8
2024-08-12,Dambulla,233.97,Dubai,1.21,57,69,25.9,54,Monaragala,Tornado,198.44
2021-02-07,Dambulla,247.96,London,1.611,23,117,23.95081316420216,71,Kandy,Fog,278.28
2019-04-16,Pettah,315.33,Doha,1.267,101,47,24.209687991186275,57,Vavuniya,Smoke,330.2
2018-04-16,Pettah,313.19,Dubai,1.304,98,78,32.76990845397537,69,Hambantota,Haze,323.61
2016-01-27,Pettah,312.86,Doha,1.135,72,56,25.4,60,Ampara,Squall,363.72
2019-01-06,Colombo,308.54,Doha,1.136,94,32,23.7,87,Jaffna,Tornado,326.89
2017-04-27,Dambulla,229.9,Dubai,1.041,1,135,29.5,90,Galle,Rain,222.15
2021-07-17,Colombo,293.97,Paris,1.7,23,120,26.0814268588757,90,Kalutara,Snow,292.54
2015-06-23,Pettah,408.42,London,2.141,116,10,31.2142955698926,75,Mullaitivu,Ash,414.87
2020-02-08,Pettah,267.51,London,1.773,49,53,31.2,96,Kalutara,Tornado,286.59
2016-03-07,Colombo,474.03,London,2.192,112,4,27.357002521746278,56,Nuwara Eliya,Sand,489.38
2021-12-23,Dambulla,269.64,Dubai,1.335,94,44,33.277162049222675,39,Kilinochchi,Smoke,309.46
2020-06-04,Dambulla,246.03,Paris,1.42,58,46,32.44346741394387,72,Kilinochchi,Sand,254.53
2020-06-18,Pettah,256.81,Paris,1.467,10,118,26.1,86,Colombo,Drizzle,258.79
2024-12-16,Dambulla,257.39,Doha,1.197,40,84,31.0,46,Trincomalee,Clear,290.96
2015-01-05,Dambulla,218.19,Doha,0.955,24,125,23.430942676569302,61,Kandy,Fog,231.75
2019-02-09,Dambulla,191.11,London,1.254,7,119,29.1,58,Kilinochchi,Tornado,210.28
2019-12-08,Pettah,238.3,Dubai,1.154,4,122,26.9,82,Matara,Drizzle,259.19
2019-01-19,Pettah,348.36,London,1.699,90,80,26.88297687003797,45,Vavuniya,Fog,393.81
2020-10-20,Pettah,242.36,London,1.601,24,121,33.31427661076137,76,Matara,Ash,248.48
2017-12-09,Colombo,440.55,Doha,1.288,132,4,20.17938150454284,33,Vavuniya,Fog,514.08
2016-08-20,Pettah,313.56,Paris,1.699,86,37,26.322866145191398,64,Kilinochchi,Snow,315.82
2022-09-22,Colombo,265.52,Dubai,1.191,59,70,21.8,91,Badulla,Drizzle,286.11
2015-07-29,Dambulla,228.98,London,1.56,39,66,14.641617058030747,71,Monaragala,Snow,228.47
2021-11-08,Colombo,301.32,Doha,1.256,80,74,30.40526916365839,64,Kegalle,Smoke,335.59
2018-10-27,Colombo,291.82,Doha,1.057,43,47,32.71977989641122,75,Matara,Haze,296.74
2021-11-14,Colombo,332.89,London,1.547,35,59,30.408636269830566,63,Ampara,Dust,359.24
2021-06-25,Colombo,259.52,Dubai,1.14,20,125,27.2,56,Kurunegala,Clouds,285.76
2016-12-08,Colombo,264.64,Dubai,1.007,12,126,19.40441066024573,67,Matara,Snow,299.53
2021-06-20,Colombo,380.09,Paris,1.916,111,6,31.8,78,Kilinochchi,Thunderstorm,395.27
2020-03-29,Pettah,267.98,Doha,1.1,46,73,25.6,62,Vavuniya,Clouds,300.54
2022-08-12,Pettah,228.65,Paris,1.469,29,33,28.5,67,Badulla,Squall,236.67
2022-03-23,Pettah,307.87,Dubai,1.221,63,33,30.931309244772304,62,Matale,Sand,336.9
2024-08-13,Dambulla,213.61,Dubai,1.098,49,28,27.251785861970973,64,Kurunegala,Ash,219.56
2023-03-14,Colombo,297.58,Paris,1.747,36,32,34.3,70,Gampaha,Rain,320.97
2020-12-18,Colombo,329.37,Doha,1.235,72,31,32.66639297221094,61,Mannar,Ash,338.37
2023-02-25,Pettah,360.94,London,1.934,119,1,20.8694288097523,90,Anuradhapura,Snow,432.49
2015-01-02,Dambulla,263.07,Dubai,1.07,9,114,23.7,91,Galle,Rain,275.13
2022-05-20,Colombo,245.92,Doha,1.015,4,118,29.0,66,Gampaha,Clear,252.23
2021-02-04,Colombo,229.88,Doha,0.914,17,129,32.12582067771775,58,Kilinochchi,Smoke,263.07
2018-05-15,Colombo,423.91,Dubai,1.457,122,8,26.4,87,Kegalle,Rain,456.2
2020-10-22,Dambulla,240.84,Paris,1.51,62,45,26.87743756638085,74,Jaffna,Smoke,246.51
2015-07-20,Pettah,236.35,Paris,1.311,4,117,26.5979044002823,56,Trincomalee,Smoke,230.27
2022-12-21,Colombo,302.99,Dubai,1.157,56,77,26.7126472640972,61,Trincomalee,Fog,313.53
2016-04-16,Colombo,363.65,Paris,1.865,114,5,25.7,64,Ratnapura,Squall,358.95
2024-03-05,Dambulla,240.73,Paris,1.367,11,126,27.9,82,Kandy,Squall,267.72
2024-05-03,Pettah,231.08,Paris,1.345,10,112,26.2,75,Trincomalee,Tornado,239.36
2016-12-20,Colombo,322.52,Doha,1.258,107,67,29.0,58,Monaragala,Clouds,344.22
2019-01-04,Dambulla,225.54,London,1.628,19,125,25.98440550777127,68,Gampaha,Fog,256.79
2016-02-20,Colombo,269.91,London,1.526,3,122,25.0,76,Ampara,Thunderstorm,283.22
2019-09-17,Dambulla,304.63,Doha,1.119,105,78,20.556381603719295,57,Nuwara Eliya,Snow,315.07
2017-06-11,Dambulla,384.74,London,2.206,126,5,33.14856118737957,80,Batticaloa,Sand,355.25
2017-10-15,Pettah,331.81,London,1.607,85,55,26.566366322600732,61,Kurunegala,Smoke,349.27
2024-04-21,Colombo,274.44,Paris,1.344,14,113,27.5,49,Vavuniya,Clear,289.05
2023-10-28,Dambulla,312.88,Dubai,1.413,88,51,23.954685648345105,55,Ampara,Fog,307.5
2018-03-30,Dambulla,195.05,London,1.443,23,132,30.35061248278472,56,Kilinochchi,Haze,211.76
2023-09-09,Dambulla,340.72,Dubai,1.503,129,4,26.2,45,Trincomalee,Clouds,363.96
2015-07-05,Dambulla,235.46,Dubai,1.206,48,72,20.4,74,Kegalle,Drizzle,238.38
2019-08-23,Dambulla,222.91,London,1.658,17,127,26.0866675028934,70,Mannar,Fog,216.75
2020-01-14,Pettah,388.12,Dubai,1.452,130,5,28.476229927086187,69,Nuwara Eliya,Ash,425.89
2019-07-26,Colombo,358.35,Paris,1.609,83,58,31.04116768286364,68,Batticaloa,Smoke,343.54
2015-10-20,Pettah,277.9,Doha,1.096,30,34,23.900820347694342,92,Nuwara Eliya,Haze,289.77
2020-09-01,Colombo,297.99,London,1.661,35,66,28.5,99,Kalutara,Rain,295.36
2021-06-11,Pettah,207.89,London,1.452,9,120,29.880476577034997,76,Anuradhapura,Ash,209.33
2018-07-28,Dambulla,378.62,Doha,1.384,117,3,30.5,69,Matale,Rain,393.34
2020-09-01,Pettah,200.81,Paris,1.496,2,128,33.42421634527906,55,Kegalle,Sand,219.02
2024-04-05,Colombo,237.79,Dubai,1.135,12,124,19.812479537351656,81,Badulla,Mist,238.59
2021-05-17,Dambulla,227.67,Doha,1.141,45,72,25.849270293478053,74,Puttalam,Smoke,237.51
2021-04-09,Pettah,296.77,Dubai,1.254,41,65,29.3,84,Nuwara Eliya,Rain,288.67
2015-08-11,Dambulla,231.03,Dubai,1.159,40,68,22.9,82,Anuradhapura,Drizzle,238.77
2015-10-23,Dambulla,252.53,Doha,0.912,45,39,27.581048583294386,79,Kandy,Ash,247.9
2018-07-17,Pettah,343.38,Doha,1.231,86,42,25.998017879669035,44,Vavuniya,Mist,357.2
2024-11-28,Colombo,246.14,London,1.701,28,73,28.38548921304922,65,Kurunegala,Smoke,285.45
2016-08-01,Dambulla,255.87,Dubai,1.28,32,29,32.7,52,Mannar,Tornado,258.99
2022-01-13,Dambulla,221.5,London,1.444,23,131,33.00761948586181,63,Mannar,Sand,244.12
2023-11-05,Colombo,273.38,Paris,1.429,16,128,31.9,49,Galle,Tornado,303.48
2017-10-25,Pettah,230.75,Dubai,0.989,19,114,30.1,62,Gampaha,Clear,248.36
2017-09-26,Dambulla,312.46,London,1.756,97,44,26.070705835671923,54,Galle,Dust,326.85
2016-01-09,Dambulla,208.58,Doha,0.966,8,116,25.2,96,Monaragala,Drizzle,238.87
2021-01-04,Colombo,272.93,Paris,1.461,12,135,24.45553638188525,74,Matara,Mist,303.23
2019-03-25,Pettah,309.65,Doha,1.192,64,50,22.9,78,Nuwara Eliya,Clear,336.29
2019-10-26,Pettah,406.58,London,2.031,114,1,31.569924004144266,46,Galle,Dust,426.3
2021-12-04,Colombo,202.94,Paris,1.335,4,127,28.0,63,Puttalam,Squall,225.39
2021-04-19,Colombo,271.37,Dubai,1.156,38,72,23.82548644832868,60,Polonnaruwa,Mist,279.56
2021-01-31,Pettah,386.99,London,2.222,130,8,26.9,98,Batticaloa,Drizzle,443.58
2022-05-31,Pettah,418.04,London,1.87,124,8,31.612683888209297,63,Nuwara Eliya,Sand,430.3
2022-03-10,Colombo,400.27,Doha,1.2,103,33,20.94149898844232,56,Vavuniya,Dust,432.12
2015-08-05,Colombo,449.37,Dubai,1.459,121,7,28.8,65,Matara,Clear,486.65
2020-03-07,Pettah,273.9,Doha,1.007,12,126,26.725076998798258,53,Ampara,Haze,273.21
2021-10-09,Pettah,251.31,Dubai,1.032,16,111,28.1,67,Monaragala,Rain,264.18
2015-12-06,Colombo,217.69,Doha,1.05,24,113,27.1,75,Puttalam,Clouds,242.69
2020-07-06,Pettah,275.73,Doha,1.193,71,70,29.8,76,Batticaloa,Clouds,289.74
2024-04-12,Pettah,264.74,London,1.726,25,133,24.665863166260632,84,Colombo,Fog,277.8
2023-09-23,Pettah,400.91,Doha,1.399,133,6,24.3,83,Hambantota,Drizzle,437.86
2022-10-09,Dambulla,316.65,Dubai,1.275,110,27,27.409140207781757,84,Ratnapura,Haze,308.88
2022-01-16,Colombo,252.35,Dubai,1.234,24,111,33.31279759672392,53,Gampaha,Haze,270.93
2018-12-16,Pettah,270.59,Paris,1.45,37,39,26.89871056518049,79,Mullaitivu,Mist,288.91
2015-08-05,Pettah,275.52,Paris,1.752,59,37,26.06577426838379,71,Puttalam,Smoke,282.13
2017-04-29,Pettah,290.29,Dubai,1.134,23,134,28.1,54,Nuwara Eliya,Tornado,312.41
2020-03-17,Dambulla,254.8,London,1.547,15,130,28.9,60,Nuwara Eliya,Clear,310.03
2023-11-16,Colombo,279.74,Paris,1.416,54,61,34.17970234643361,67,Polonnaruwa,Dust,297.11
2022-03-20,Pettah,241.99,Dubai,1.113,37,78,38.95959552144983,73,Polonnaruwa,Smoke,260.07
2022-06-18,Dambulla,239.46,Doha,1.036,32,70,26.3,77,Kandy,Clouds,234.69
2024-07-20,Colombo,422.0,London,1.939,134,5,25.1,81,Ratnapura,Rain,449.66
2022-10-20,Dambulla,296.79,Doha,1.189,90,65,28.4,71,Mannar,Clear,291.35
2022-02-08,Colombo,237.21,Dubai,1.077,25,121,32.0,59,Kilinochchi,Tornado,272.43
2020-03-27,Colombo,324.16,Dubai,1.379,76,29,22.7,94,Kandy,Clouds,377.13
2023-12-13,Dambulla,240.95,Doha,0.957,13,133,23.6,57,Nuwara Eliya,Squall,269.46
2015-11-24,Colombo,282.43,Dubai,1.162,18,132,30.9,77,Galle,Thunderstorm,270.16
2018-04-14,Pettah,294.59,Paris,1.782,107,50,28.27466216848738,72,Puttalam,Ash,282.44
2020-12-17,Colombo,396.61,Doha,1.266,124,5,23.799277990771294,69,Puttalam,Snow,423.05
2016-01-17,Dambulla,260.54,London,1.772,72,83,25.5,77,Puttalam,Rain,286.96
2018-04-27,Colombo,256.36,Doha,1.157,58,63,26.8,65,Monaragala,Rain,268.6
2018-12-19,Dambulla,227.84,Dubai,1.108,13,124,31.2,60,Batticaloa,Clear,243.45
2021-01-24,Dambulla,272.72,London,1.792,74,83,27.5,93,Colombo,Squall,311.92
2018-04-20,Colombo,276.87,Dubai,1.037,9,131,31.11945215057636,60,Galle,Sand,272.93
2022-12-28,Pettah,279.33,Dubai,1.136,26,33,22.944922388464647,57,Ampara,Snow,326.72
2015-10-30,Pettah,255.72,London,1.732,47,30,20.301203658865187,67,Kalutara,Fog,251.1
